Age,Attrition,TravelFrequency,DailyRate,Department,Distance,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,Role,JobSatisfaction,Marital,MonthlyIncome,MonthlyRate,NumCompanies,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54,0,Rarely,397,HUMAN RESOURCES,19,4,Medical,3,MALE,88,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1
36,0,Rarely,913,RESEARCH & DEVELOPMENT,9,2,Medical,2,MALE,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Yes,11,3,3,1,13,2,3,3,2,0,2
27,0,Rarely,1115,RESEARCH & DEVELOPMENT,3,4,Medical,1,MALE,54,2,1,Research Scientist,4,Single,2045,15174,0,No,13,3,4,0,5,0,3,4,2,1,1
20,1,Rarely,1362,RESEARCH & DEVELOPMENT,10,1,Medical,4,MALE,32,3,1,Research Scientist,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1
33,1,Frequently,1076,RESEARCH & DEVELOPMENT,3,3,Life Sciences,1,MALE,70,3,1,Research Scientist,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7
35,0,Non-Travel,727,RESEARCH & DEVELOPMENT,3,3,Life Sciences,3,MALE,41,2,1,Laboratory Technician,3,Married,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0
23,0,Rarely,885,RESEARCH & DEVELOPMENT,4,3,Medical,1,MALE,58,4,1,Research Scientist,1,Married,2819,8544,2,No,16,3,1,1,5,3,4,3,2,0,2
25,0,Rarely,810,SALES,8,3,Life Sciences,4,MALE,57,4,2,Sales Executive,2,Married,4851,15678,0,No,22,4,3,1,4,4,3,3,2,1,2
38,0,Rarely,243,SALES,7,4,Marketing,4,FEMALE,46,2,2,Sales Executive,4,Single,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5
29,0,Frequently,806,RESEARCH & DEVELOPMENT,1,4,Life Sciences,2,MALE,76,1,1,Research Scientist,4,Divorced,2720,18959,1,No,18,3,4,1,10,5,3,10,7,2,8
48,0,Rarely,817,SALES,2,1,Marketing,2,MALE,56,4,2,Sales Executive,2,Married,8120,18597,3,No,12,3,4,0,12,3,3,2,2,2,2
27,0,Frequently,1410,SALES,3,1,Medical,4,FEMALE,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4
37,0,Rarely,1225,RESEARCH & DEVELOPMENT,10,2,Life Sciences,4,MALE,80,4,1,Research Scientist,4,Single,4680,15232,3,No,17,3,1,0,4,2,3,1,0,0,0
50,0,Rarely,1207,RESEARCH & DEVELOPMENT,28,1,Medical,4,MALE,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Yes,11,3,3,3,20,3,3,20,8,3,8
34,0,Rarely,1442,RESEARCH & DEVELOPMENT,9,3,Medical,4,FEMALE,46,2,3,Healthcare Representative,2,Single,8621,17654,1,No,14,3,2,0,9,3,4,8,7,7,7
24,1,Rarely,693,SALES,3,2,Life Sciences,1,FEMALE,65,3,2,Sales Executive,3,Single,4577,24785,9,No,14,3,1,0,4,3,3,2,2,2,0
39,0,Rarely,408,RESEARCH & DEVELOPMENT,2,4,Technical Degree,4,FEMALE,80,2,2,Healthcare Representative,3,Single,4553,20978,1,No,11,3,1,0,20,4,3,20,7,11,10
32,0,Rarely,929,SALES,10,3,Marketing,4,MALE,55,3,2,Sales Executive,4,Single,5396,21703,1,No,12,3,4,0,10,2,2,10,7,0,8
50,1,Frequently,562,SALES,8,2,Technical Degree,2,MALE,50,3,2,Sales Executive,3,Married,6796,23452,3,Yes,14,3,1,1,18,4,3,4,3,1,3
38,0,Rarely,827,RESEARCH & DEVELOPMENT,1,4,Life Sciences,2,FEMALE,33,4,2,Healthcare Representative,4,Single,7625,19383,0,No,13,3,3,0,10,4,2,9,7,1,8
27,0,Rarely,608,RESEARCH & DEVELOPMENT,1,2,Life Sciences,3,FEMALE,68,3,3,Manufacturing Director,1,Married,7412,6009,1,No,11,3,4,0,9,3,3,9,7,0,7
32,0,Rarely,1018,RESEARCH & DEVELOPMENT,3,2,Life Sciences,3,FEMALE,39,3,3,Research Director,4,Single,11159,19373,3,No,15,3,4,0,10,6,3,7,7,7,7
47,0,Rarely,703,SALES,14,4,Marketing,4,MALE,42,3,2,Sales Executive,1,Single,4960,11825,2,No,12,3,4,0,20,2,3,7,7,1,7
40,0,Frequently,580,SALES,5,4,Life Sciences,4,MALE,48,2,3,Sales Executive,1,Married,10475,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12
53,0,Rarely,970,RESEARCH & DEVELOPMENT,7,3,Life Sciences,3,MALE,59,4,4,Research Director,3,Married,14814,13514,3,No,19,3,3,0,32,3,3,5,1,1,3
41,0,Rarely,427,HUMAN RESOURCES,10,4,Human Resources,2,MALE,73,2,5,Manager,4,Divorced,19141,8861,3,No,15,3,2,3,23,2,2,21,6,12,6
60,0,Rarely,1179,SALES,16,4,Marketing,1,MALE,84,3,2,Sales Executive,1,Single,5405,11924,8,No,14,3,4,0,10,1,3,2,2,2,2
27,0,Frequently,294,RESEARCH & DEVELOPMENT,10,2,Life Sciences,4,MALE,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,No,21,4,3,2,9,4,2,9,7,1,7
41,0,Rarely,314,HUMAN RESOURCES,1,3,Human Resources,4,MALE,59,2,5,Manager,3,Married,19189,19562,1,No,12,3,2,1,22,3,3,22,7,2,10
50,0,Rarely,316,SALES,8,4,Marketing,4,MALE,54,3,1,Sales Representative,2,Married,3875,9983,7,No,15,3,4,1,4,2,3,2,2,2,2
28,1,Rarely,654,RESEARCH & DEVELOPMENT,1,2,Life Sciences,1,FEMALE,67,1,1,Research Scientist,2,Single,2216,3872,7,Yes,13,3,4,0,10,4,3,7,7,3,7
36,0,Non-Travel,427,RESEARCH & DEVELOPMENT,8,3,Life Sciences,1,FEMALE,63,4,3,Research Director,1,Married,11713,20335,9,No,14,3,1,1,10,2,3,8,7,0,5
38,0,Rarely,168,RESEARCH & DEVELOPMENT,1,3,Life Sciences,3,FEMALE,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Yes,14,3,4,0,10,4,4,1,0,0,0
44,0,Non-Travel,381,RESEARCH & DEVELOPMENT,24,3,Medical,1,MALE,49,1,1,Laboratory Technician,3,Single,3708,2104,2,No,14,3,3,0,9,5,3,5,2,1,4
47,0,Frequently,217,SALES,3,3,Medical,4,FEMALE,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Yes,12,3,4,2,28,2,2,22,2,11,13
30,0,Rarely,501,SALES,27,5,Marketing,3,MALE,99,3,2,Sales Executive,4,Divorced,5304,25275,7,No,23,4,4,1,10,2,2,8,7,7,7
29,0,Rarely,1396,SALES,10,3,Life Sciences,3,MALE,99,3,1,Sales Representative,3,Single,2642,2755,1,No,11,3,3,0,1,6,3,1,0,0,0
42,1,Frequently,933,RESEARCH & DEVELOPMENT,19,3,Medical,3,MALE,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Yes,12,3,4,0,7,2,3,2,2,2,2
43,0,Frequently,775,SALES,15,3,Life Sciences,4,MALE,47,2,2,Sales Executive,4,Married,6804,23683,3,No,18,3,3,1,7,5,3,2,2,2,2
34,0,Rarely,970,RESEARCH & DEVELOPMENT,8,2,Medical,2,FEMALE,96,3,2,Healthcare Representative,3,Single,6142,7360,3,No,11,3,4,0,10,2,3,5,1,4,3
23,0,Rarely,650,RESEARCH & DEVELOPMENT,9,1,Medical,2,MALE,37,3,1,Laboratory Technician,1,Married,2500,4344,1,No,14,3,4,1,5,2,4,4,3,0,2
39,0,Rarely,141,HUMAN RESOURCES,3,3,Human Resources,3,FEMALE,44,4,2,Human Resources,2,Married,6389,18767,9,No,15,3,3,1,12,3,1,8,3,3,6
56,0,Rarely,832,RESEARCH & DEVELOPMENT,9,3,Medical,3,MALE,81,3,4,Healthcare Representative,4,Married,11103,20420,7,No,11,3,3,0,30,1,2,10,7,1,1
40,0,Rarely,804,RESEARCH & DEVELOPMENT,2,1,Medical,4,FEMALE,86,2,1,Research Scientist,4,Single,2342,22929,0,Yes,20,4,4,0,5,2,2,4,2,2,3
27,0,Rarely,975,RESEARCH & DEVELOPMENT,7,3,Medical,4,FEMALE,55,2,2,Healthcare Representative,1,Single,6811,23398,8,No,19,3,1,0,9,2,1,7,6,0,7
29,0,Rarely,1090,SALES,10,3,Marketing,4,MALE,83,3,1,Sales Representative,2,Divorced,2297,17967,1,No,14,3,4,2,2,2,3,2,2,2,2
53,0,Rarely,346,RESEARCH & DEVELOPMENT,6,3,Life Sciences,4,MALE,86,3,2,Laboratory Technician,4,Single,2450,10919,2,No,17,3,4,0,19,4,3,2,2,2,2
35,0,Non-Travel,1225,RESEARCH & DEVELOPMENT,2,4,Life Sciences,4,FEMALE,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,No,11,3,1,1,16,2,4,1,0,0,0
32,0,Frequently,430,RESEARCH & DEVELOPMENT,24,4,Life Sciences,1,MALE,80,3,2,Laboratory Technician,4,Married,5309,21146,1,No,15,3,4,2,10,2,3,10,8,4,7
38,0,Rarely,268,RESEARCH & DEVELOPMENT,2,5,Medical,4,MALE,92,3,1,Research Scientist,3,Married,3057,20471,6,Yes,13,3,2,1,6,0,1,1,0,0,1
34,0,Rarely,167,RESEARCH & DEVELOPMENT,8,5,Life Sciences,2,FEMALE,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,No,14,3,3,1,7,3,3,0,0,0,0
52,0,Rarely,621,SALES,3,4,Marketing,3,MALE,31,2,4,Manager,1,Married,16856,10084,1,No,11,3,1,0,34,3,4,34,6,1,16
33,1,Rarely,527,RESEARCH & DEVELOPMENT,1,4,Other,4,MALE,63,3,1,Research Scientist,4,Single,2686,5207,1,Yes,13,3,3,0,10,2,2,10,9,7,8
25,0,Rarely,883,SALES,26,1,Medical,3,FEMALE,32,3,2,Sales Executive,4,Single,6180,22807,1,No,23,4,2,0,6,5,2,6,5,1,4
45,0,Rarely,954,SALES,2,2,Technical Degree,2,MALE,46,1,2,Sales Representative,3,Single,6632,12388,0,No,13,3,1,0,9,3,3,8,7,3,1
23,0,Rarely,310,RESEARCH & DEVELOPMENT,10,1,Medical,1,MALE,79,4,1,Research Scientist,3,Single,3505,19630,1,No,18,3,4,0,2,3,3,2,2,0,2
47,1,Frequently,719,SALES,27,2,Life Sciences,2,FEMALE,77,4,2,Sales Executive,3,Single,6397,10339,4,Yes,12,3,4,0,8,2,3,5,4,1,3
34,0,Rarely,304,SALES,2,3,Other,4,MALE,60,3,2,Sales Executive,4,Single,6274,18686,1,No,22,4,3,0,6,5,3,6,5,1,4
55,1,Rarely,725,RESEARCH & DEVELOPMENT,2,3,Medical,4,MALE,78,3,5,Manager,1,Married,19859,21199,5,Yes,13,3,4,1,24,2,3,5,2,1,4
36,0,Non-Travel,1434,SALES,8,4,Life Sciences,1,MALE,76,2,3,Sales Executive,1,Single,7587,14229,1,No,15,3,2,0,10,1,3,10,7,0,9
52,0,Non-Travel,715,RESEARCH & DEVELOPMENT,19,4,Medical,4,MALE,41,3,1,Research Scientist,4,Married,4258,26589,0,No,18,3,1,1,5,3,3,4,3,1,2
26,0,Frequently,575,RESEARCH & DEVELOPMENT,1,2,Life Sciences,1,FEMALE,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,No,14,3,1,1,5,2,3,2,2,2,0
29,0,Rarely,657,RESEARCH & DEVELOPMENT,27,3,Medical,2,FEMALE,66,3,2,Healthcare Representative,3,Married,4335,25549,4,No,12,3,1,1,11,3,2,8,7,1,1
26,1,Rarely,1146,SALES,8,3,Technical Degree,4,MALE,38,2,2,Sales Executive,1,Single,5326,3064,6,No,17,3,3,0,6,2,2,4,3,1,2
34,0,Rarely,182,RESEARCH & DEVELOPMENT,1,4,Life Sciences,2,FEMALE,72,4,1,Research Scientist,4,Single,3280,13551,2,No,16,3,3,0,10,2,3,4,2,1,3
54,0,Rarely,376,RESEARCH & DEVELOPMENT,19,4,Medical,4,FEMALE,95,3,2,Manufacturing Director,1,Divorced,5485,22670,9,Yes,11,3,2,2,9,4,3,5,3,1,4
27,0,Frequently,829,SALES,8,1,Marketing,3,MALE,84,3,2,Sales Executive,4,Married,4342,24008,0,No,19,3,2,1,5,3,3,4,2,1,1
37,0,Rarely,571,RESEARCH & DEVELOPMENT,10,1,Life Sciences,4,FEMALE,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3
38,0,Frequently,240,RESEARCH & DEVELOPMENT,2,4,Life Sciences,1,FEMALE,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12
34,0,Rarely,121,RESEARCH & DEVELOPMENT,2,4,Medical,3,FEMALE,86,2,1,Research Scientist,1,Single,4381,7530,1,No,11,3,3,0,6,3,3,6,5,1,3
35,0,Rarely,384,SALES,8,4,Life Sciences,1,FEMALE,72,3,1,Sales Representative,4,Married,2572,20317,1,No,16,3,2,1,3,1,2,3,2,0,2
30,0,Rarely,921,RESEARCH & DEVELOPMENT,1,3,Life Sciences,4,MALE,38,1,1,Laboratory Technician,3,Married,3833,24375,3,No,21,4,3,2,7,2,3,2,2,0,2
40,0,Frequently,791,RESEARCH & DEVELOPMENT,2,2,Medical,3,FEMALE,38,4,2,Healthcare Representative,2,Married,4244,9931,1,No,24,4,4,1,8,2,3,8,7,3,7
34,0,Rarely,1111,SALES,8,2,Life Sciences,3,FEMALE,93,3,2,Sales Executive,1,Married,6500,13305,5,No,17,3,2,1,6,1,3,3,2,1,2
42,0,Frequently,570,RESEARCH & DEVELOPMENT,8,3,Life Sciences,2,MALE,66,3,5,Manager,4,Divorced,18430,16225,1,No,13,3,2,1,24,4,2,24,7,14,9
23,1,Rarely,1243,RESEARCH & DEVELOPMENT,6,3,Life Sciences,3,MALE,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Yes,21,4,3,2,1,2,3,0,0,0,0
24,0,Non-Travel,1092,RESEARCH & DEVELOPMENT,9,3,Life Sciences,3,MALE,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,No,11,3,3,3,1,4,3,1,0,0,0
52,0,Rarely,1325,RESEARCH & DEVELOPMENT,11,4,Life Sciences,4,FEMALE,82,3,2,Laboratory Technician,3,Married,3149,21821,8,No,20,4,2,1,9,3,3,5,2,1,4
50,0,Rarely,691,RESEARCH & DEVELOPMENT,2,3,Medical,3,MALE,64,3,4,Research Director,3,Married,17639,6881,5,No,16,3,4,0,30,3,3,4,3,0,3
29,1,Rarely,805,RESEARCH & DEVELOPMENT,1,2,Life Sciences,2,FEMALE,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0
33,0,Rarely,213,RESEARCH & DEVELOPMENT,7,3,Medical,3,MALE,49,3,3,Research Director,3,Married,11691,25995,0,No,11,3,4,0,14,3,4,13,9,3,7
33,1,Rarely,118,SALES,16,3,Marketing,1,FEMALE,69,3,2,Sales Executive,1,Single,5324,26507,5,No,15,3,3,0,6,3,3,3,2,0,2
47,0,Rarely,202,RESEARCH & DEVELOPMENT,2,2,Other,3,FEMALE,33,3,4,Manager,4,Married,16752,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0
36,0,Rarely,676,RESEARCH & DEVELOPMENT,1,3,Other,3,FEMALE,35,3,2,Manufacturing Director,2,Married,5228,23361,0,No,15,3,1,1,10,2,3,9,7,0,5
29,0,Rarely,1252,RESEARCH & DEVELOPMENT,23,2,Life Sciences,3,MALE,81,4,1,Research Scientist,3,Married,2700,23779,1,No,24,4,3,1,10,3,3,10,7,0,7
58,1,Rarely,286,RESEARCH & DEVELOPMENT,2,4,Life Sciences,4,MALE,31,3,5,Research Director,2,Single,19246,25761,7,Yes,12,3,4,0,40,2,3,31,15,13,8
35,0,Rarely,1258,RESEARCH & DEVELOPMENT,1,4,Life Sciences,4,FEMALE,40,4,1,Research Scientist,3,Single,2506,13301,3,No,13,3,3,0,7,0,3,2,2,2,2
42,0,Rarely,932,RESEARCH & DEVELOPMENT,1,2,Life Sciences,4,FEMALE,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Yes,13,3,4,1,8,4,3,4,3,0,2
28,1,Rarely,890,RESEARCH & DEVELOPMENT,2,4,Medical,3,MALE,46,3,1,Research Scientist,3,Single,4382,16374,6,No,17,3,4,0,5,3,2,2,2,2,1
36,0,Rarely,1041,HUMAN RESOURCES,13,3,Human Resources,3,MALE,36,3,1,Human Resources,2,Married,2143,25527,4,No,13,3,2,1,8,2,3,5,2,0,4
32,0,Rarely,859,RESEARCH & DEVELOPMENT,4,3,Life Sciences,3,FEMALE,98,2,2,Manufacturing Director,3,Married,6162,19124,1,No,12,3,3,1,14,3,3,14,13,6,8
40,0,Frequently,720,RESEARCH & DEVELOPMENT,16,4,Medical,1,MALE,51,2,2,Laboratory Technician,3,Single,5094,11983,6,No,14,3,4,0,10,6,3,1,0,0,0
30,0,Rarely,946,RESEARCH & DEVELOPMENT,2,3,Medical,3,FEMALE,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Yes,24,4,2,0,12,4,2,0,0,0,0
45,0,Rarely,252,RESEARCH & DEVELOPMENT,2,3,Life Sciences,2,FEMALE,95,2,1,Research Scientist,3,Single,2274,6153,1,No,14,3,4,0,1,3,3,1,0,0,0
42,0,Rarely,933,RESEARCH & DEVELOPMENT,29,3,Life Sciences,2,MALE,98,3,2,Manufacturing Director,2,Married,4434,11806,1,No,13,3,4,1,10,3,2,9,8,7,8
38,0,Frequently,471,RESEARCH & DEVELOPMENT,12,3,Life Sciences,1,MALE,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,No,15,3,3,1,13,3,2,4,3,1,2
34,0,Frequently,702,RESEARCH & DEVELOPMENT,16,4,Life Sciences,3,FEMALE,100,2,1,Research Scientist,4,Single,2553,8306,1,No,16,3,3,0,6,3,3,5,2,1,3
49,1,Rarely,1184,SALES,11,3,Marketing,3,FEMALE,43,3,3,Sales Executive,4,Married,7654,5860,1,No,18,3,1,2,9,3,4,9,8,7,7
55,1,Rarely,436,SALES,2,1,Medical,3,MALE,37,3,2,Sales Executive,4,Single,5160,21519,4,No,16,3,3,0,12,3,2,9,7,7,3
43,0,Rarely,589,RESEARCH & DEVELOPMENT,14,2,Life Sciences,2,MALE,94,3,4,Research Director,1,Married,17159,5200,6,No,24,4,3,1,22,3,3,4,1,1,0
27,0,Rarely,269,RESEARCH & DEVELOPMENT,5,1,Technical Degree,3,MALE,42,2,3,Research Director,4,Divorced,12808,8842,1,Yes,16,3,2,1,9,3,3,9,8,0,8
35,0,Rarely,950,RESEARCH & DEVELOPMENT,7,3,Other,3,MALE,59,3,3,Manufacturing Director,3,Single,10221,18869,3,No,21,4,2,0,17,3,4,8,5,1,6
28,0,Rarely,760,SALES,2,4,Marketing,2,FEMALE,81,3,2,Sales Executive,2,Married,4779,3698,1,Yes,20,4,1,0,8,2,3,8,7,7,5
34,0,Rarely,829,HUMAN RESOURCES,3,2,Human Resources,3,MALE,88,3,1,Human Resources,4,Married,3737,2243,0,No,19,3,3,1,4,1,1,3,2,0,2
26,1,Frequently,887,RESEARCH & DEVELOPMENT,5,2,Medical,3,FEMALE,88,2,1,Research Scientist,3,Married,2366,20898,1,Yes,14,3,1,1,8,2,3,8,7,1,7
27,0,Non-Travel,443,RESEARCH & DEVELOPMENT,3,3,Medical,4,MALE,50,3,1,Research Scientist,4,Married,1706,16571,1,No,11,3,3,3,0,6,2,0,0,0,0
51,0,Rarely,1318,SALES,26,4,Marketing,1,FEMALE,66,3,4,Manager,3,Married,16307,5594,2,No,14,3,3,1,29,2,2,20,6,4,17
44,0,Rarely,625,RESEARCH & DEVELOPMENT,4,3,Medical,4,MALE,50,3,2,Healthcare Representative,2,Single,5933,5197,9,No,12,3,4,0,10,2,2,5,2,2,3
25,0,Rarely,180,RESEARCH & DEVELOPMENT,2,1,Medical,1,MALE,65,4,1,Research Scientist,1,Single,3424,21632,7,No,13,3,3,0,6,3,2,4,3,0,1
33,0,Rarely,586,SALES,1,3,Medical,1,MALE,48,4,2,Sales Executive,1,Divorced,4037,21816,1,No,22,4,1,1,9,5,3,9,8,0,8
35,0,Rarely,1343,RESEARCH & DEVELOPMENT,27,1,Medical,3,FEMALE,53,2,1,Research Scientist,1,Single,2559,17852,1,No,11,3,4,0,6,3,2,6,5,1,1
36,0,Rarely,928,SALES,1,2,Life Sciences,2,MALE,56,3,2,Sales Executive,4,Married,6201,2823,1,Yes,14,3,4,1,18,1,2,18,14,4,11
32,0,Rarely,117,SALES,13,4,Life Sciences,2,MALE,73,3,2,Sales Executive,4,Divorced,4403,9250,2,No,11,3,3,1,8,3,2,5,2,0,3
30,0,Frequently,1012,RESEARCH & DEVELOPMENT,5,4,Life Sciences,2,MALE,75,2,1,Research Scientist,4,Divorced,3761,2373,9,No,12,3,2,1,10,3,2,5,4,0,3
53,0,Rarely,661,SALES,7,2,Marketing,1,FEMALE,78,2,3,Sales Executive,4,Married,10934,20715,7,Yes,18,3,4,1,35,3,3,5,2,0,4
45,0,Rarely,930,SALES,9,3,Marketing,4,MALE,74,3,3,Sales Executive,1,Divorced,10761,19239,4,Yes,12,3,3,1,18,2,3,5,4,0,2
32,0,Rarely,638,RESEARCH & DEVELOPMENT,8,2,Medical,3,FEMALE,91,4,2,Research Scientist,3,Married,5175,22162,5,No,12,3,3,1,9,3,2,5,3,1,3
52,0,Frequently,890,RESEARCH & DEVELOPMENT,25,4,Medical,3,FEMALE,81,2,4,Manufacturing Director,4,Married,13826,19028,3,No,22,4,3,0,31,3,3,9,8,0,0
37,0,Rarely,342,SALES,16,4,Marketing,4,MALE,66,2,2,Sales Executive,3,Divorced,6334,24558,4,No,19,3,4,2,9,2,3,1,0,0,0
28,0,Rarely,1169,HUMAN RESOURCES,8,2,Medical,2,MALE,63,2,1,Human Resources,4,Divorced,4936,23965,1,No,13,3,4,1,6,6,3,5,1,0,4
22,0,Rarely,1230,RESEARCH & DEVELOPMENT,1,2,Life Sciences,4,MALE,33,2,2,Manufacturing Director,4,Married,4775,19146,6,No,22,4,1,2,4,2,1,2,2,2,2
44,0,Rarely,986,RESEARCH & DEVELOPMENT,8,4,Life Sciences,1,MALE,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Yes,24,4,3,1,10,2,2,3,2,0,2
42,0,Frequently,1271,RESEARCH & DEVELOPMENT,2,1,Medical,2,MALE,35,3,1,Research Scientist,4,Single,2515,9068,5,Yes,14,3,4,0,8,2,3,2,1,2,2
36,0,Rarely,1278,HUMAN RESOURCES,8,3,Life Sciences,1,MALE,77,2,1,Human Resources,1,Married,2342,8635,0,No,21,4,3,0,6,3,3,5,4,0,3
25,0,Rarely,141,SALES,3,1,Other,3,MALE,98,3,2,Sales Executive,1,Married,4194,14363,1,Yes,18,3,4,0,5,3,3,5,3,0,3
35,0,Rarely,607,RESEARCH & DEVELOPMENT,9,3,Life Sciences,4,FEMALE,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Yes,20,4,2,1,17,2,3,17,14,5,15
35,1,Frequently,130,RESEARCH & DEVELOPMENT,25,4,Life Sciences,4,FEMALE,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Yes,19,3,1,1,10,3,2,10,2,7,8
32,0,Non-Travel,300,RESEARCH & DEVELOPMENT,1,3,Life Sciences,4,MALE,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,No,12,3,2,1,4,2,3,3,0,0,2
25,0,Rarely,583,SALES,4,1,Marketing,3,MALE,87,2,2,Sales Executive,1,Married,4256,18154,1,No,12,3,1,0,5,1,4,5,2,0,3
49,0,Rarely,1418,RESEARCH & DEVELOPMENT,1,3,Technical Degree,3,FEMALE,36,3,1,Research Scientist,1,Married,3580,10554,2,No,16,3,2,1,7,2,3,4,2,0,2
24,0,Non-Travel,1269,RESEARCH & DEVELOPMENT,4,1,Life Sciences,1,MALE,46,2,1,Laboratory Technician,4,Married,3162,10778,0,No,17,3,4,0,6,2,2,5,2,3,4
32,0,Frequently,379,SALES,5,2,Life Sciences,2,MALE,48,3,2,Sales Executive,2,Married,6524,8891,1,No,14,3,4,1,10,3,3,10,8,5,3
38,0,Rarely,395,SALES,9,3,Marketing,2,MALE,98,2,1,Sales Representative,2,Married,2899,12102,0,No,19,3,4,1,3,3,3,2,2,1,2
42,0,Rarely,1265,RESEARCH & DEVELOPMENT,3,3,Life Sciences,3,FEMALE,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Yes,13,3,2,1,17,1,2,5,3,1,3
31,0,Rarely,1222,RESEARCH & DEVELOPMENT,11,4,Life Sciences,4,MALE,48,3,1,Research Scientist,4,Married,2356,14871,3,Yes,19,3,2,1,8,2,3,6,4,0,2
29,1,Rarely,341,SALES,1,3,Medical,2,FEMALE,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Yes,19,3,3,3,5,3,3,3,2,0,2
53,0,Rarely,868,SALES,8,3,Marketing,1,MALE,73,3,4,Sales Executive,4,Married,11836,22789,5,No,14,3,3,1,28,3,3,2,0,2,2
35,0,Rarely,672,RESEARCH & DEVELOPMENT,25,3,Technical Degree,4,MALE,78,2,3,Manufacturing Director,2,Married,10903,9129,3,No,16,3,1,0,16,2,3,13,10,4,8
37,0,Frequently,1231,SALES,21,2,Medical,3,FEMALE,54,3,1,Sales Representative,4,Married,2973,21222,5,No,15,3,2,1,10,3,3,5,4,0,0
53,0,Rarely,102,RESEARCH & DEVELOPMENT,23,4,Life Sciences,4,FEMALE,72,3,4,Research Director,4,Single,14275,20206,6,No,18,3,3,0,33,0,3,12,9,3,8
43,0,Frequently,422,RESEARCH & DEVELOPMENT,1,3,Life Sciences,4,FEMALE,33,3,2,Healthcare Representative,4,Married,5562,21782,4,No,13,3,2,1,12,2,2,5,2,2,2
47,0,Rarely,249,SALES,2,2,Marketing,3,FEMALE,35,3,2,Sales Executive,4,Married,4537,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7
37,0,Non-Travel,1252,SALES,19,2,Medical,1,MALE,32,3,3,Sales Executive,2,Single,7642,4814,1,Yes,13,3,4,0,10,2,3,10,0,0,9
50,0,Non-Travel,881,RESEARCH & DEVELOPMENT,2,4,Life Sciences,1,MALE,98,3,4,Manager,1,Divorced,17924,4544,1,No,11,3,4,1,31,3,3,31,6,14,7
39,0,Rarely,1383,HUMAN RESOURCES,2,3,Life Sciences,4,FEMALE,42,2,2,Human Resources,4,Married,5204,7790,8,No,11,3,3,2,13,2,3,5,4,0,4
33,0,Rarely,1075,HUMAN RESOURCES,3,2,Human Resources,4,MALE,57,3,1,Human Resources,2,Divorced,2277,22650,3,Yes,11,3,3,1,7,4,4,4,3,0,3
32,1,Rarely,374,RESEARCH & DEVELOPMENT,25,4,Life Sciences,1,MALE,87,3,1,Laboratory Technician,4,Single,2795,18016,1,Yes,24,4,3,0,1,2,1,1,0,0,1
29,0,Rarely,1086,RESEARCH & DEVELOPMENT,7,1,Medical,1,FEMALE,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,No,14,3,3,3,8,5,3,4,3,0,3
44,0,Rarely,661,RESEARCH & DEVELOPMENT,9,2,Life Sciences,2,MALE,61,3,1,Research Scientist,1,Married,2559,7508,1,Yes,13,3,4,0,8,0,3,8,7,7,1
28,0,Rarely,821,SALES,5,4,Medical,1,MALE,98,3,2,Sales Executive,4,Single,4908,24252,1,No,14,3,2,0,4,3,3,4,2,0,2
